,,신서면,62,140,209491.752,519705.388
,,연천읍,61,138,206776.565,510968.195
,,왕징면,60,137,201245.720,505927.142
,,장남면,58,136,189950.143,497382.591
,,전곡읍,61,137,205679.998,502514.470
,,중면,60,139,201805.485,514483.786
,,청산면,61,136,206067.336,497388.779
,오산시,,62,118,207007.438,405021.223
,,남촌동,61,118,205753.433,405557.023
,,대원동,62,117,206489.136,403781.521
,,세마동,61,118,203525.205,409120.847
,,신장동,61,118,205796.460,406163.755
,,중앙동,62,118,206385.839,404961.861
,,초평동,61,117,203728.912,403919.871
,용인시기흥구,,62,120,210290.214,419528.199
,,구갈동,63,120,211412.759,418684.601
,,구성동,62,121,210672.011,421346.661
,,기흥동,62,120,209243.968,415386.368
,,동백1동,63,120,211316.399,419471.295
,,동백2동,63,120,211316.389,419478.587
,,동백3동,63,121,213003.191,419927.363
,,마북동,62,121,211064.328,422141.012
,,보라동,62,120,209346.943,416902.156
,,보정동,62,121,210260.359,423872.302
,,상갈동,62,120,209458.584,417456.147
,,상하동,63,120,212625.679,418862.962
,,서농동,62,120,206648.978,415796.462
,,신갈동,62,120,209602.135,418653.396
,,영덕1동,62,120,206476.000,419519.944
,,영덕2동,62,120,207882.644,418298.966
,용인시수지구,,62,121,208805.090,424164.482
,,동천동,62,122,208896.405,426327.253
,,상현1동,62,121,207318.592,422214.987
,,상현2동,62,121,207741.710,422748.086
,,상현3동,62,121,206379.821,421967.196
,,성복동,62,121,207311.142,423158.046
,,신봉동,62,121,206621.354,424494.860
,,죽전1동,62,122,210206.637,425143.638
,,죽전2동,62,122,209825.042,425570.177
,,죽전3동,62,122,210052.469,425120.628
,,풍덕천1동,62,121,208543.708,424800.842
,,풍덕천2동,62,121,207989.899,423852.308
,용인시처인구,,64,119,218021.897,414422.519
,,남사읍,63,117,213503.757,401252.509
,,동부동,64,119,219586.109,414265.056
,,모현읍,64,122,221611.414,424993.633
,,백암면,67,118,233468.620,406593.545
,,삼가동,63,120,214647.017,416409.365
,,양지면,65,120,224953.045,414571.417
,,역북동,64,120,216627.744,414761.531
,,원삼면,66,118,227921.825,406907.031
,,유림동,64,120,218902.858,416440.961
,,이동읍,64,117,217551.208,404068.947
